gid,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,seed_reach,neighbor_clusters,fast_matched_kzt,fast_share,fast_windows,pagerank,pass_through,pass_through_defined,truncated_by_depth,cluster_id,cycle_member,active_days,peak_day_share,role,role_score,role_stability,evidence,priority_turnover,priority_degree,priority_seed,priority_bridge,priority_fast,priority_cycle,priority_score,priority_evidence
100000000331309100,2,False,5,99,984635.0,23001375.0,8,126,4,13,984635.0,1.0,4,0.0008697417437327768,23.360306103276848,True,False,10,True,29,0.11940298507462686,coordinator,0.75,0.6666666666666666,in=5/984635 KZT; out=99/23001375 KZT; tx=8/126; d=2; связь с 4 seed и 13 внеш. группами,0.25,0.19476208793790692,0.12953709247559939,0.15,0.1,0.1,0.924299,Оборот 23986010 (+0.250); связей 104 (+0.195); seed 4 (+0.130); внешних групп 13 (+0.150); 1–2д 100% (+0.100); цикл +0.10
100000000332284100,2,False,10,3,107426.0,289500.0,12,3,3,4,11500.0,0.10705043471785229,2,0.0007127196193009859,2.69487833485376,True,False,10,False,10,0.3333333333333333,peripheral,0.4,1.0,in=10/107426 KZT; out=3/289500 KZT; tx=12/3; d=2; недостаточно признаков других ролей,0.1896592982004098,0.11044106030819703,0.11157717826045192,0.09147800017679435,0.01070504347178523,0.0,0.513861,Оборот 396926 (+0.190); связей 13 (+0.110); seed 3 (+0.112); внешних групп 4 (+0.091); 1–2д 11% (+0.011); цикл +0.00
100000000343175100,0,True,8,31,178712.0,4000039.0,14,33,4,9,130212.0,0.7286136353462555,8,0.0007097623514990792,22.382598818210305,True,False,11,False,13,0.14893617021276595,coordinator,0.75,1.0,in=8/178712 KZT; out=31/4000039 KZT; tx=14/33; d=0; связь с 4 seed и 9 внеш. группами,0.22429147197987842,0.15437472831287852,0.12953709247559939,0.1308754304323734,0.0,0.0,0.639079,Оборот 4178751 (+0.224); связей 39 (+0.154); seed 4 (+0.130); внешних групп 9 (+0.131); 1–2д 73% (+0.000); цикл +0.00
100000000369781100,4,False,1,0,5000.0,0.0,1,0,3,0,0.0,0.0,0,0.0005293211782176067,0.0,True,True,10,False,1,1.0,peripheral,0.2,1.0,in=1/5000 KZT; out=0/0 KZT; tx=1/0; d=4; граница выгрузки; роль неизвестна,0.12530751666392811,0.029007293138962602,0.11157717826045192,0.0,0.0,0.0,0.265892,Оборот 5000 (+0.125); связей 1 (+0.029); seed 3 (+0.112); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000375150100,4,False,1,0,300000.0,0.0,1,0,1,0,0.0,0.0,0,0.0007407996177373904,0.0,True,True,12,False,1,1.0,peripheral,0.2,1.0,in=1/300000 KZT; out=0/0 KZT; tx=1/0; d=4; граница выгрузки; роль неизвестна,0.1855404421408853,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.270336,Оборот 300000 (+0.186); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000404740100,4,False,1,0,25000.0,0.0,1,0,1,0,0.0,0.0,0,0.0005545956246897151,0.0,True,True,13,False,1,1.0,peripheral,0.2,1.0,in=1/25000 KZT; out=0/0 KZT; tx=1/0; d=4; граница выгрузки; роль неизвестна,0.14898314336993435,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.233779,Оборот 25000 (+0.149); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000408846100,3,False,1,0,40500.0,0.0,1,0,1,0,0.0,0.0,0,0.0002941031332962695,0.0,True,False,14,False,1,1.0,terminal,0.55,1.0,in=1/40500 KZT; out=0/0 KZT; tx=1/0; d=3; нет выхода в наблюдаемой выборке,0.15608035061317005,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.240876,Оборот 40500 (+0.156); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000413678100,3,False,2,3,306500.0,528198.0,2,18,3,1,71999.0,0.23490701468189235,2,0.0002990571287674165,1.723321370309951,True,False,8,False,15,0.15,peripheral,0.4,1.0,in=2/306500 KZT; out=3/528198 KZT; tx=2/18; d=3; недостаточно признаков других ролей,0.2005949718928959,0.0749827650116444,0.11157717826045192,0.039397430255579034,0.023490701468189237,0.0,0.450043,Оборот 834698 (+0.201); связей 5 (+0.075); seed 3 (+0.112); внешних групп 1 (+0.039); 1–2д 23% (+0.023); цикл +0.00
100000000424935100,4,False,1,0,15000.0,0.0,1,0,1,0,0.0,0.0,0,0.00029977394027921785,0.0,True,True,15,False,1,1.0,peripheral,0.2,1.0,in=1/15000 KZT; out=0/0 KZT; tx=1/0; d=4; граница выгрузки; роль неизвестна,0.14146829138193068,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.226264,Оборот 15000 (+0.141); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000425407100,2,False,1,0,20000.0,0.0,1,0,1,0,0.0,0.0,0,0.0003034325276387702,0.0,True,False,2,False,1,1.0,terminal,0.55,1.0,in=1/20000 KZT; out=0/0 KZT; tx=1/0; d=2; нет выхода в наблюдаемой выборке,0.14570041229327152,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.230496,Оборот 20000 (+0.146); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000437046100,2,False,9,42,1107200.0,7606224.0,20,73,4,8,957200.0,0.8645231213872833,13,0.0007875359264687324,6.86978323699422,True,False,0,True,21,0.12903225806451613,coordinator,0.75,1.0,in=9/1107200 KZT; out=42/7606224 KZT; tx=20/73; d=2; связь с 4 seed и 8 внеш. группами,0.23510258698575848,0.16535432592510402,0.12953709247559939,0.12488689915973977,0.08645231213872834,0.1,0.841333,Оборот 8713424 (+0.235); связей 51 (+0.165); seed 4 (+0.130); внешних групп 8 (+0.125); 1–2д 86% (+0.086); цикл +0.10
100000000440392100,1,False,1,0,105705.0,0.0,4,0,2,0,0.0,0.0,0,0.00029532772332070673,0.0,True,False,16,False,4,0.25,terminal,0.55,1.0,in=1/105705 KZT; out=0/0 KZT; tx=4/0; d=1; нет выхода в наблюдаемой выборке,0.17019404513124714,0.029007293138962602,0.08842282173954807,0.0,0.0,0.0,0.287624,Оборот 105705 (+0.170); связей 1 (+0.029); seed 2 (+0.088); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000456947100,0,True,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0002840372852618645,0.0,False,False,17,False,0,0.0,peripheral,0.3,1.0,in=0/0 KZT; out=0/0 KZT; tx=0/0; d=0; нет наблюдаемых связей,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Оборот 0 (+0.000); связей 0 (+0.000); seed 0 (+0.000); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000470237100,4,False,1,0,32500.0,0.0,1,0,1,0,0.0,0.0,0,0.0005840770868068807,0.0,True,True,15,False,1,1.0,peripheral,0.2,1.0,in=1/32500 KZT; out=0/0 KZT; tx=1/0; d=4; граница выгрузки; роль неизвестна,0.15284289918210625,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.237639,Оборот 32500 (+0.153); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000481716100,3,False,1,0,8000.0,0.0,1,0,1,0,0.0,0.0,0,0.0003749669841686698,0.0,True,False,18,False,1,1.0,terminal,0.55,1.0,in=1/8000 KZT; out=0/0 KZT; tx=1/0; d=3; нет выхода в наблюдаемой выборке,0.13222108633036048,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.217017,Оборот 8000 (+0.132); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000489417100,2,False,3,1,73504.0,80000.0,3,1,2,1,0.0,0.0,0,0.0005484753132205188,1.0883761427949499,True,False,12,False,2,0.5,peripheral,0.4,1.0,in=3/73504 KZT; out=1/80000 KZT; tx=3/1; d=2; недостаточно признаков других ролей,0.175682656525494,0.06735284889599069,0.08842282173954807,0.039397430255579034,0.0,0.0,0.370856,Оборот 153504 (+0.176); связей 4 (+0.067); seed 2 (+0.088); внешних групп 1 (+0.039); 1–2д 0% (+0.000); цикл +0.00
100000000490383100,2,False,3,8,62600.0,461375.0,3,9,3,2,0.0,0.0,0,0.0005447704414468345,7.37020766773163,True,False,16,False,9,0.16666666666666666,distributor,0.8,1.0,in=3/62600 KZT; out=8/461375 KZT; tx=3/9; d=2; рассылка многим получателям,0.19374471281141792,0.10399005815060701,0.11157717826045192,0.062443449579869886,0.0,0.0,0.471755,Оборот 523975 (+0.194); связей 11 (+0.104); seed 3 (+0.112); внешних групп 2 (+0.062); 1–2д 0% (+0.000); цикл +0.00
100000000500040100,4,False,1,0,20000.0,0.0,1,0,2,0,0.0,0.0,0,0.00030438437827831914,0.0,True,True,0,False,1,1.0,peripheral,0.2,1.0,in=1/20000 KZT; out=0/0 KZT; tx=1/0; d=4; граница выгрузки; роль неизвестна,0.14570041229327152,0.029007293138962602,0.08842282173954807,0.0,0.0,0.0,0.263131,Оборот 20000 (+0.146); связей 1 (+0.029); seed 2 (+0.088); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000507799100,1,False,1,1,5132.0,8000.0,1,1,2,1,0.0,0.0,0,0.0002845854384061621,1.558846453624318,True,False,19,False,2,0.5,peripheral,0.4,1.0,in=1/5132 KZT; out=1/8000 KZT; tx=1/1; d=1; недостаточно признаков других ролей,0.13951176715206706,0.04597547187268181,0.08842282173954807,0.039397430255579034,0.0,0.0,0.313307,Оборот 13132 (+0.140); связей 2 (+0.046); seed 2 (+0.088); внешних групп 1 (+0.039); 1–2д 0% (+0.000); цикл +0.00
100000000533217100,2,False,1,0,53587.0,0.0,1,0,1,0,0.0,0.0,0,0.0006484520175958825,0.0,True,False,0,False,1,1.0,terminal,0.55,1.0,in=1/53587 KZT; out=0/0 KZT; tx=1/0; d=2; нет выхода в наблюдаемой выборке,0.16019967628638715,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.244996,Оборот 53587 (+0.160); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000534581100,3,False,2,1,55960.0,40000.0,2,1,3,1,0.0,0.0,0,0.0002968212256440505,0.7147962830593281,True,False,8,False,3,0.3333333333333333,peripheral,0.4,1.0,in=2/55960 KZT; out=1/40000 KZT; tx=2/1; d=3; недостаточно признаков других ролей,0.16877110770178103,0.058014586277925204,0.11157717826045192,0.039397430255579034,0.0,0.0,0.37776,Оборот 95960 (+0.169); связей 3 (+0.058); seed 3 (+0.112); внешних групп 1 (+0.039); 1–2д 0% (+0.000); цикл +0.00
100000000542087100,4,False,1,0,8506.91,0.0,1,0,3,0,0.0,0.0,0,0.0002848770455830761,0.0,True,True,20,False,1,1.0,peripheral,0.2,1.0,in=1/8507 KZT; out=0/0 KZT; tx=1/0; d=4; граница выгрузки; роль неизвестна,0.1331248386486483,0.029007293138962602,0.11157717826045192,0.0,0.0,0.0,0.273709,Оборот 8507 (+0.133); связей 1 (+0.029); seed 3 (+0.112); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000552584100,3,False,1,1,2500000.0,57500.0,3,1,2,0,0.0,0.0,0,0.0013958160445225003,0.023,True,False,21,True,3,0.5,peripheral,0.4,1.0,in=1/2500000 KZT; out=1/57500 KZT; tx=3/1; d=3; недостаточно признаков других ролей,0.21706816581610888,0.04597547187268181,0.08842282173954807,0.0,0.0,0.1,0.451466,Оборот 2557500 (+0.217); связей 2 (+0.046); seed 2 (+0.088); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.10
100000000555721100,1,False,2,0,113000.0,0.0,3,0,2,0,0.0,0.0,0,0.0003063823546220414,0.0,True,False,0,False,2,0.6666666666666666,terminal,0.55,1.0,in=2/113000 KZT; out=0/0 KZT; tx=3/0; d=1; нет выхода в наблюдаемой выборке,0.17117584772358546,0.04597547187268181,0.08842282173954807,0.0,0.0,0.0,0.305574,Оборот 113000 (+0.171); связей 2 (+0.046); seed 2 (+0.088); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000557536100,4,False,1,0,153000.0,0.0,7,0,3,0,0.0,0.0,0,0.00029914069286173086,0.0,True,True,20,False,6,0.2857142857142857,peripheral,0.2,1.0,in=1/153000 KZT; out=0/0 KZT; tx=7/0; d=4; граница выгрузки; роль неизвестна,0.17563427357253514,0.029007293138962602,0.11157717826045192,0.0,0.0,0.0,0.316219,Оборот 153000 (+0.176); связей 1 (+0.029); seed 3 (+0.112); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000560751100,3,False,1,0,25000.0,0.0,1,0,2,0,0.0,0.0,0,0.0005491283232076789,0.0,True,False,12,False,1,1.0,terminal,0.55,1.0,in=1/25000 KZT; out=0/0 KZT; tx=1/0; d=3; нет выхода в наблюдаемой выборке,0.14898314336993435,0.029007293138962602,0.08842282173954807,0.0,0.0,0.0,0.266413,Оборот 25000 (+0.149); связей 1 (+0.029); seed 2 (+0.088); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000561160100,4,False,1,0,240000.0,0.0,1,0,2,0,0.0,0.0,0,0.0004336703749141656,0.0,True,True,2,False,1,1.0,peripheral,0.2,1.0,in=1/240000 KZT; out=0/0 KZT; tx=1/0; d=4; граница выгрузки; роль неизвестна,0.1822575762111966,0.029007293138962602,0.08842282173954807,0.0,0.0,0.0,0.299688,Оборот 240000 (+0.182); связей 1 (+0.029); seed 2 (+0.088); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000569479100,3,False,1,0,320000.0,0.0,1,0,1,0,0.0,0.0,0,0.00039267188134286336,0.0,True,False,0,False,1,1.0,terminal,0.55,1.0,in=1/320000 KZT; out=0/0 KZT; tx=1/0; d=3; нет выхода в наблюдаемой выборке,0.186489926982609,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.271286,Оборот 320000 (+0.186); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000572276100,3,False,1,1,13075.0,34547.0,1,1,1,0,0.0,0.0,0,0.00028606304892516766,2.6422179732313578,True,False,22,False,2,0.5,peripheral,0.4,1.0,in=1/13075 KZT; out=1/34547 KZT; tx=1/1; d=3; недостаточно признаков других ролей,0.15846352825244686,0.04597547187268181,0.05578858913022596,0.0,0.0,0.0,0.260228,Оборот 47622 (+0.158); связей 2 (+0.046); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000580561100,0,True,2,3,27980.0,1488077.0,3,13,0,0,23680.0,0.8463187991422445,3,0.0008289636043239791,53.183595425303785,True,False,23,True,12,0.125,peripheral,0.4,1.0,in=2/27980 KZT; out=3/1488077 KZT; tx=3/13; d=0; недостаточно признаков других ролей,0.20937503277752711,0.0749827650116444,0.0,0.0,0.0,0.1,0.384358,Оборот 1516057 (+0.209); связей 5 (+0.075); seed 0 (+0.000); внешних групп 0 (+0.000); 1–2д 85% (+0.000); цикл +0.10
100000000581662100,4,False,1,0,21160.0,0.0,1,0,1,0,0.0,0.0,0,0.00030126851317611384,0.0,True,True,24,False,1,1.0,peripheral,0.2,1.0,in=1/21160 KZT; out=0/0 KZT; tx=1/0; d=4; граница выгрузки; роль неизвестна,0.1465298369746942,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.231326,Оборот 21160 (+0.147); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000581682100,4,False,1,0,5000.0,0.0,1,0,1,0,0.0,0.0,0,0.0002892828369343156,0.0,True,True,15,False,1,1.0,peripheral,0.2,1.0,in=1/5000 KZT; out=0/0 KZT; tx=1/0; d=4; граница выгрузки; роль неизвестна,0.12530751666392811,0.029007293138962602,0.05578858913022596,0.0,0.0,0.0,0.210103,Оборот 5000 (+0.125); связей 1 (+0.029); seed 1 (+0.056); внешних групп 0 (+0.000); 1–2д 0% (+0.000); цикл +0.00
100000000583220100,3,False,1,1,5000.0,761255.0,1,4,2,1,5000.0,1.0,1,0.00029648978302808664,152.251,True,False,25,False,5,0.2,peripheral,0.4,1.0,in=1/5000 KZT; out=1/761255 KZT; tx=1/4; d=3; недостаточно признаков других ролей,0.19933629247800078,0.04597547187268181,0.08842282173954807,0.039397430255579034,0.1,0.0,0.473132,Оборот 766255 (+0.199); связей 2 (+0.046); seed 2 (+0.088); внешних групп 1 (+0.039); 1–2д 100% (+0.100); цикл +0.00
100000000594783100,3,False,1,2,2635000.0,152500.0,10,2,2,0,60000.0,0.022770398481973434,1,0.0014558520975225748,0.05787476280834915,True,False,21,True,8,0.3333333333333333,peripheral,0.4,1.0,in=1/2635000 KZT; out=2/152500 KZT; tx=10/2; d=3; недостаточно признаков других ролей,0.21833508425643502,0.058014586277925204,0.08842282173954807,0.0,0.0022770398481973433,0.1,0.46705,Оборот 2787500 (+0.218); связей 3 (+0.058); seed 2 (+0.088); внешних групп 0 (+0.000); 1–2д 2% (+0.002); цикл +0.10
100000000596954100,2,False,1,2,120000.0,48100.0,1,2,4,0,48100.0,0.4008333333333333,1,0.0005125060532903904,0.4008333333333333,True,False,2,False,2,0.6666666666666666,peripheral,0.4,1.0,in=1/120000 KZT; out=2/48100 KZT; tx=1/2; d=2; недостаточно признаков других ролей,0.1770189707309705,0.058014586277925204,0.12953709247559939,0.0,0.04008333333333333,0.0,0.404654,Оборот 168100 (+0.177); связей 3 (+0.058); seed 4 (+0.130); внешних групп 0 (+0.000); 1–2д 40% (+0.040); цикл +0.00
