cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis,internal_share,top_sender_share,top_recipient_share,cross_kzt
10,126,0,24907250.330000002,100000000331309100;100000003796063100;100000005665181100;100000006889963100;100000003741418100,"Гипотеза: распределение от ведущего отправителя; 126 узлов; top-отправитель 72%, top-получатель 8% внутреннего оборота; внутренние переводы 72% от связанных с группой; seed=0. Назначение неизвестно.",0.7210249710412685,0.7246078856910898,0.08316975870696201,9636976.75
11,54,1,6244622.0,100000003115284100;100000000343175100;100000006707582100;100000008730846100;100000005168487100,"Гипотеза: распределение от ведущего отправителя; 54 узлов; top-отправитель 54%, top-получатель 13% внутреннего оборота; внутренние переводы 68% от связанных с группой; seed=1. Назначение неизвестно.",0.6820447859134426,0.5395937496296813,0.1341154036225091,2911114.0
12,52,5,4171441.0,100000008346837100;100000008733194100;100000005074393100;100000008003034100;100000005882013100,"Гипотеза: смешанная сеть переводов; 52 узлов; top-отправитель 24%, top-получатель 22% внутреннего оборота; внутренние переводы 78% от связанных с группой; seed=5. Назначение неизвестно.",0.7812355851427735,0.23669182903461897,0.21934866152967283,1168102.0
13,15,0,850450.0,100000001526235100;100000005505655100;100000001788284100;100000000926766100;100000002472632100,"Гипотеза: распределение от ведущего отправителя; 15 узлов; top-отправитель 51%, top-получатель 59% внутреннего оборота; внутренние переводы 98% от связанных с группой; seed=0. Назначение неизвестно.",0.9848642764498796,0.5088482568052207,0.5907460756070315,13070.0
14,15,0,3626010.0,100000008461532100;100000000791285100;100000006704530100;100000003122817100;100000003470579100,"Гипотеза: распределение от ведущего отправителя; 15 узлов; top-отправитель 70%, top-получатель 31% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=0. Назначение неизвестно.",0.9985404716204345,0.6977614512921917,0.3088794570340402,5300.0
15,14,0,1605604.0,100000008213966100;100000007382543100;100000003001661100;100000004407753100;100000000838385100,"Гипотеза: смешанная сеть переводов; 14 узлов; top-отправитель 27%, top-получатель 27% внутреннего оборота; внутренние переводы 98% от связанных с группой; seed=0. Назначение неизвестно.",0.9810583378752588,0.27372876500058546,0.2721094366979654,31000.0
16,127,7,18414962.28,100000003016635100;100000004150593100;100000008636603100;100000008389800100;100000005287097100,"Гипотеза: смешанная сеть переводов; 127 узлов; top-отправитель 49%, top-получатель 6% внутреннего оборота; внутренние переводы 89% от связанных с группой; seed=7. Назначение неизвестно.",0.8932839090533968,0.48659985634246977,0.058121215983288996,2199942.0
17,1,1,0,100000000456947100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
18,61,0,4350466.67,100000005704413100;100000005578559100;100000005473151100;100000008104567100;100000004569484100,"Гипотеза: смешанная сеть переводов; 61 узлов; top-отправитель 43%, top-получатель 24% внутреннего оборота; внутренние переводы 85% от связанных с группой; seed=0. Назначение неизвестно.",0.8479444037820212,0.42903443275891134,0.24365202181861562,780137.0
19,7,0,143000.0,100000004508696100;100000005911352100;100000000507799100;100000002217806100;100000004549591100,"Гипотеза: распределение от ведущего отправителя; 7 узлов; top-отправитель 78%, top-получатель 38% внутреннего оборота; внутренние переводы 97% от связанных с группой; seed=0. Назначение неизвестно.",0.9653552237193854,0.7762237762237763,0.38461538461538464,5132.0
20,8,0,2473417.91,100000004906181100;100000008175078100;100000008675322100;100000000557536100;100000008349740100,"Гипотеза: распределение от ведущего отправителя; 8 узлов; top-отправитель 100%, top-получатель 75% внутреннего оборота; внутренние переводы 96% от связанных с группой; seed=0. Назначение неизвестно.",0.961141173529798,1.0,0.7466231212015441,100000.0
21,17,1,21586840.0,100000002224132100;100000004603109100;100000004892144100;100000000594783100;100000005664922100,"Гипотеза: распределение от ведущего отправителя; 17 узлов; top-отправитель 56%, top-получатель 21% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",0.9992131028557886,0.5612215590609835,0.20846033972549943,17000.0
22,270,1,10178044.0,100000002578405100;100000001697501100;100000002527114100;100000002733905100;100000001166289100,"Гипотеза: смешанная сеть переводов; 270 узлов; top-отправитель 32%, top-получатель 12% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,0.3231710336485085,0.117935332171879,0
23,6,1,1527967.0,100000003888271100;100000007939160100;100000000580561100;100000005183943100;100000000955444100,"Гипотеза: распределение от ведущего отправителя; 6 узлов; top-отправитель 97%, top-получатель 52% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,0.9738934152373709,0.5202991949433463,0
24,60,0,15020787.0,100000008512827100;100000005242320100;100000001287955100;100000001282143100;100000005514161100,"Гипотеза: распределение от ведущего отправителя; 60 узлов; top-отправитель 59%, top-получатель 7% внутреннего оборота; внутренние переводы 84% от связанных с группой; seed=0. Назначение неизвестно.",0.8356426534169541,0.5856081309188393,0.07323184863749149,2954345.0
25,2,0,761255.0,100000000583220100;100000004586598100,"Гипотеза: распределение от ведущего отправителя; 2 узлов; top-отправитель 100%, top-получатель 100% внутреннего оборота; внутренние переводы 99% от связанных с группой; seed=0. Назначение неизвестно.",0.993474757097833,1.0,1.0,5000.0
26,8,0,389000.0,100000005507142100;100000002612809100;100000005264874100;100000001825934100;100000002214207100,"Гипотеза: смешанная сеть переводов; 8 узлов; top-отправитель 29%, top-получатель 25% внутреннего оборота; внутренние переводы 94% от связанных с группой; seed=0. Назначение неизвестно.",0.9441747572815534,0.2930591259640103,0.2493573264781491,23000.0
27,13,1,1392916.0,100000001380054100;100000005077484100;100000006232815100;100000001782980100;100000003164661100,"Гипотеза: смешанная сеть переводов; 13 узлов; top-отправитель 43%, top-получатель 43% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,0.42802293892811916,0.42802293892811916,0
28,41,0,5151924.1899999995,100000003242289100;100000008413748100;100000008512552100;100000003178549100;100000008417359100,"Гипотеза: смешанная сеть переводов; 41 узлов; top-отправитель 42%, top-получатель 19% внутреннего оборота; внутренние переводы 77% от связанных с группой; seed=0. Назначение неизвестно.",0.7652092890306619,0.42294702321697014,0.1941022350330819,1580775.3
29,18,0,3422800.0,100000003701161100;100000002267998100;100000008137435100;100000003718221100;100000001063678100,"Гипотеза: смешанная сеть переводов; 18 узлов; top-отправитель 40%, top-получатель 39% внутреннего оборота; внутренние переводы 91% от связанных с группой; seed=0. Назначение неизвестно.",0.9064116949035395,0.3997604300572631,0.38535701764637137,353409.0
30,7,0,3077000.0,100000002241986100;100000001053894100;100000002594214100;100000004047887100;100000001286703100,"Гипотеза: распределение от ведущего отправителя; 7 узлов; top-отправитель 100%, top-получатель 65% внутреннего оборота; внутренние переводы 92% от связанных с группой; seed=0. Назначение неизвестно.",0.9165921954125708,1.0,0.6499837504062398,280000.0
31,4,0,518000.0,100000002205022100;100000000629812100;100000003163886100;100000001380107100,"Гипотеза: распределение от ведущего отправителя; 4 узлов; top-отправитель 100%, top-получатель 97% внутреннего оборота; внутренние переводы 97% от связанных с группой; seed=0. Назначение неизвестно.",0.9680433563819847,1.0,0.9652509652509652,17100.0
32,20,0,617900.0,100000003154105100;100000001427082100;100000002448088100;100000000723383100;100000002185328100,"Гипотеза: распределение от ведущего отправителя; 20 узлов; top-отправитель 55%, top-получатель 30% внутреннего оборота; внутренние переводы 97% от связанных с группой; seed=0. Назначение неизвестно.",0.9735308019536789,0.5470140799482117,0.2961644279009549,16800.0
33,13,0,6748650.0,100000007442518100;100000008258083100;100000000673868100;100000000821507100;100000002911170100,"Гипотеза: распределение от ведущего отправителя; 13 узлов; top-отправитель 64%, top-получатель 47% внутреннего оборота; внутренние переводы 93% от связанных с группой; seed=0. Назначение неизвестно.",0.9316644138886354,0.640128025605121,0.4666859297785483,494999.0
34,17,1,2977887.0,100000004160650100;100000002731501100;100000004005964100;100000003616818100;100000004007116100,"Гипотеза: распределение от ведущего отправителя; 17 узлов; top-отправитель 50%, top-получатель 26% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,0.500296686878985,0.2567941631096143,0
35,25,0,5089597.0,100000005527892100;100000006977207100;100000008343874100;100000002459832100;100000002936322100,"Гипотеза: распределение от ведущего отправителя; 25 узлов; top-отправитель 78%, top-получатель 12% внутреннего оборота; внутренние переводы 76% от связанных с группой; seed=0. Назначение неизвестно.",0.7591666941370537,0.7774717723230347,0.11788084596874762,1614592.0
36,11,0,3784703.0,100000002175422100;100000003004487100;100000003557488100;100000002975437100;100000001317336100,"Гипотеза: смешанная сеть переводов; 11 узлов; top-отправитель 46%, top-получатель 26% внутреннего оборота; внутренние переводы 98% от связанных с группой; seed=0. Назначение неизвестно.",0.9821708889315525,0.46291611257210935,0.2642215254407017,68702.8
37,3,1,450000.0,100000002371751100;100000000769919100;100000007018630100,"Гипотеза: распределение от ведущего отправителя; 3 узлов; top-отправитель 56%, top-получатель 56% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,0.5555555555555556,0.5555555555555556,0
38,9,0,1406982.0,100000002217161100;100000001445848100;100000007647294100;100000008254576100;100000002242066100,"Гипотеза: распределение от ведущего отправителя; 9 узлов; top-отправитель 71%, top-получатель 39% внутреннего оборота; внутренние переводы 96% от связанных с группой; seed=0. Назначение неизвестно.",0.9637641946403888,0.7072812587510003,0.3880646660724871,52900.0
39,4,1,1404980.0,100000001872484100;100000008601794100;100000000785800100;100000002459163100,"Гипотеза: распределение от ведущего отправителя; 4 узлов; top-отправитель 62%, top-получатель 62% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,0.6202223519196003,0.6202223519196003,0
40,44,0,10215968.84,100000005933757100;100000001937767100;100000004159526100;100000002963189100;100000002132479100,"Гипотеза: распределение от ведущего отправителя; 44 узлов; top-отправитель 51%, top-получатель 25% внутреннего оборота; внутренние переводы 93% от связанных с группой; seed=0. Назначение неизвестно.",0.9298386538245679,0.5098880078416528,0.2515201328668109,770850.0
41,61,3,8902320.0,100000004015047100;100000001616816100;100000008748408100;100000003923946100;100000002152857100,"Гипотеза: смешанная сеть переводов; 61 узлов; top-отправитель 18%, top-получатель 13% внутреннего оборота; внутренние переводы 84% от связанных с группой; seed=3. Назначение неизвестно.",0.8356702691690865,0.17572767548234616,0.12674224247162538,1750589.8
42,10,0,322010.0,100000008172352100;100000007322059100;100000004552204100;100000001597505100;100000000993112100,"Гипотеза: распределение от ведущего отправителя; 10 узлов; top-отправитель 90%, top-получатель 44% внутреннего оборота; внутренние переводы 76% от связанных с группой; seed=0. Назначение неизвестно.",0.757323110572796,0.899071457408155,0.43787460016769664,103185.0
43,30,1,6513430.0,100000007594394100;100000003854444100;100000006274203100;100000008546855100;100000001049200100,"Гипотеза: распределение от ведущего отправителя; 30 узлов; top-отправитель 52%, top-получатель 52% внутреннего оборота; внутренние переводы 92% от связанных с группой; seed=1. Назначение неизвестно.",0.917814716531918,0.5183616005698994,0.5183616005698994,583242.0
44,4,0,1595700.0,100000001052945100;100000001131403100;100000004616845100;100000005146665100,"Гипотеза: распределение от ведущего отправителя; 4 узлов; top-отправитель 100%, top-получатель 98% внутреннего оборота; внутренние переводы 97% от связанных с группой; seed=0. Назначение неизвестно.",0.9657914805534372,1.0,0.9838942157047064,56520.0
45,4,0,832800.0,100000003159641100;100000008625905100;100000001065234100;100000002194320100,"Гипотеза: распределение от ведущего отправителя; 4 узлов; top-отправитель 76%, top-получатель 43% внутреннего оборота; внутренние переводы 93% от связанных с группой; seed=0. Назначение неизвестно.",0.928635147190009,0.7624879923150817,0.4322766570605187,64000.0
46,25,0,7556605.0,100000008743913100;100000008710843100;100000008758168100;100000002748532100;100000001303311100,"Гипотеза: смешанная сеть переводов; 25 узлов; top-отправитель 22%, top-получатель 18% внутреннего оборота; внутренние переводы 80% от связанных с группой; seed=0. Назначение неизвестно.",0.8009108412557734,0.22491581867783217,0.17620346703314518,1878409.0
47,29,0,446070.0,100000008460102100;100000001164648100;100000004891562100;100000002706810100;100000008715513100,"Гипотеза: распределение от ведущего отправителя; 29 узлов; top-отправитель 100%, top-получатель 23% внутреннего оборота; внутренние переводы 89% от связанных с группой; seed=0. Назначение неизвестно.",0.8913021759546027,1.0,0.23180218351379828,54400.0
48,5,0,172000.0,100000005031696100;100000004659919100;100000001223977100;100000002700161100;100000008461217100,"Гипотеза: распределение от ведущего отправителя; 5 узлов; top-отправитель 67%, top-получатель 64% внутреннего оборота; внутренние переводы 97% от связанных с группой; seed=0. Назначение неизвестно.",0.9717514124293786,0.6686046511627907,0.6395348837209303,5000.0
49,26,14,2289450.0,100000005382566100;100000004403675100;100000004041163100;100000008254069100;100000003988112100,"Гипотеза: смешанная сеть переводов; 26 узлов; top-отправитель 38%, top-получатель 31% внутреннего оборота; внутренние переводы 88% от связанных с группой; seed=14. Назначение неизвестно.",0.8823818470877295,0.3782567865644587,0.30575028937080956,305175.0
50,6,0,2540000.0,100000004479404100;100000004717647100;100000002922000100;100000002659103100;100000001533161100,"Гипотеза: распределение от ведущего отправителя; 6 узлов; top-отправитель 88%, top-получатель 58% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=0. Назначение неизвестно.",0.9952978056426333,0.8818897637795275,0.5826771653543307,12000.0
51,7,3,4442461.0,100000008637537100;100000001732159100;100000008314203100;100000003404627100;100000008232832100,"Гипотеза: распределение от ведущего отправителя; 7 узлов; top-отправитель 53%, top-получатель 54% внутреннего оборота; внутренние переводы 94% от связанных с группой; seed=3. Назначение неизвестно.",0.9430376885110148,0.52932259844262,0.5353113960932915,268338.0
52,4,1,79050.0,100000003148220100;100000004971871100;100000006888238100;100000001852140100,"Гипотеза: распределение от ведущего отправителя; 4 узлов; top-отправитель 55%, top-получатель 38% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,0.5490196078431373,0.3795066413662239,0
53,10,0,603900.0,100000003635170100;100000005602999100;100000004209339100;100000002696152100;100000002156381100,"Гипотеза: смешанная сеть переводов; 10 узлов; top-отправитель 42%, top-получатель 40% внутреннего оборота; внутренние переводы 96% от связанных с группой; seed=0. Назначение неизвестно.",0.9602480521545556,0.4197714853452558,0.40321245239278025,25000.0
54,3,0,553830.0,100000003321895100;100000003692843100;100000002371892100,"Гипотеза: распределение от ведущего отправителя; 3 узлов; top-отправитель 100%, top-получатель 92% внутреннего оборота; внутренние переводы 96% от связанных с группой; seed=0. Назначение неизвестно.",0.9584652925600955,1.0,0.9208601917555929,24000.0
55,6,1,275885.0,100000005485830100;100000005895525100;100000002462183100;100000005056870100;100000007175718100,"Гипотеза: распределение от ведущего отправителя; 6 узлов; top-отправитель 100%, top-получатель 43% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,1.0,0.4349638436304982,0
56,4,0,332709.0,100000002513028100;100000004610802100;100000002516862100;100000004780083100,"Гипотеза: распределение от ведущего отправителя; 4 узлов; top-отправитель 100%, top-получатель 72% внутреннего оборота; внутренние переводы 97% от связанных с группой; seed=0. Назначение неизвестно.",0.9722391871634002,1.0,0.7243567201368163,9500.0
57,6,0,2534500.0,100000003747133100;100000004722765100;100000005075949100;100000006527156100;100000002578653100,"Гипотеза: распределение от ведущего отправителя; 6 узлов; top-отправитель 90%, top-получатель 88% внутреннего оборота; внутренние переводы 91% от связанных с группой; seed=0. Назначение неизвестно.",0.9144643032391773,0.9013612152298284,0.8782797395936082,237068.0
58,5,1,2809200.0,100000002738256100;100000004135268100;100000004979498100;100000008571433100;100000007507343100,"Гипотеза: распределение от ведущего отправителя; 5 узлов; top-отправитель 51%, top-получатель 44% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,0.5104656129859034,0.4410508329773601,0
59,3,1,390167.62,100000002781227100;100000002796853100;100000008522127100,"Гипотеза: распределение от ведущего отправителя; 3 узлов; top-отправитель 51%, top-получатель 51% внутреннего оборота; внутренние переводы 97% от связанных с группой; seed=1. Назначение неизвестно.",0.9667482367273803,0.5100371988839053,0.5100371988839053,13420.0
60,6,0,720900.0,100000008761219100;100000007472293100;100000006638021100;100000008333492100;100000002794374100,"Гипотеза: распределение от ведущего отправителя; 6 узлов; top-отправитель 52%, top-получатель 54% внутреннего оборота; внутренние переводы 93% от связанных с группой; seed=0. Назначение неизвестно.",0.9291145766206985,0.5201831044527674,0.538909696213067,55000.0
61,2,1,30000.0,100000003980083100;100000003200071100,"Гипотеза: распределение от ведущего отправителя; 2 узлов; top-отправитель 100%, top-получатель 100% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,1.0,1.0,0
62,10,0,1727065.0,100000004076740100;100000005519998100;100000004017410100;100000004336312100;100000003934614100,"Гипотеза: распределение от ведущего отправителя; 10 узлов; top-отправитель 77%, top-получатель 64% внутреннего оборота; внутренние переводы 97% от связанных с группой; seed=0. Назначение неизвестно.",0.9695449709905323,0.7706224143271967,0.636918703117717,54250.0
63,1,1,0,100000003265658100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
64,1,1,0,100000003349739100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
65,7,0,1765600.0,100000007392365100;100000007865484100;100000008551752100;100000003631015100;100000004976946100,"Гипотеза: распределение от ведущего отправителя; 7 узлов; top-отправитель 100%, top-получатель 33% внутреннего оборота; внутренние переводы 99% от связанных с группой; seed=0. Назначение неизвестно.",0.9945848751670926,1.0,0.3311055731762574,9613.0
66,7,0,1268308.0,100000008011159100;100000006169033100;100000006232642100;100000003664994100;100000005754335100,"Гипотеза: распределение от ведущего отправителя; 7 узлов; top-отправитель 90%, top-получатель 36% внутреннего оборота; внутренние переводы 97% от связанных с группой; seed=0. Назначение неизвестно.",0.9679464675480879,0.8990489691778337,0.35953411947255715,42000.0
67,1,1,0,100000003770083100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
68,2,1,81465.0,100000003865939100;100000005392290100,"Гипотеза: распределение от ведущего отправителя; 2 узлов; top-отправитель 100%, top-получатель 100% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,1.0,1.0,0
69,1,1,0,100000004021459100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
70,3,0,1557988.0,100000008258458100;100000004035925100;100000008619159100,"Гипотеза: распределение от ведущего отправителя; 3 узлов; top-отправитель 100%, top-получатель 71% внутреннего оборота; внутренние переводы 99% от связанных с группой; seed=0. Назначение неизвестно.",0.9879517155488818,1.0,0.7134766121433541,19000.0
71,6,1,383300.0,100000005546031100;100000005547096100;100000004331458100;100000004094958100;100000005363908100,"Гипотеза: распределение от ведущего отправителя; 6 узлов; top-отправитель 59%, top-получатель 65% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,0.5903991651447952,0.6522306287503261,0
72,1,1,0,100000004174835100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
73,3,1,450816.0,100000005034574100;100000007283257100;100000004388983100,"Гипотеза: распределение от ведущего отправителя; 3 узлов; top-отправитель 100%, top-получатель 57% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=1. Назначение неизвестно.",1.0,1.0,0.5741056218057922,0
74,3,0,627870.0,100000008628231100;100000004666651100;100000005664632100,"Гипотеза: распределение от ведущего отправителя; 3 узлов; top-отправитель 100%, top-получатель 68% внутреннего оборота; внутренние переводы 93% от связанных с группой; seed=0. Назначение неизвестно.",0.9262395444554266,1.0,0.6836606303852708,50000.0
75,1,1,0,100000005017150100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
76,1,1,0,100000005087431100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
77,1,1,0,100000005235389100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
78,1,1,0,100000005480435100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
79,1,1,0,100000005495722100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
80,1,1,0,100000005550592100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
81,1,1,0,100000005560900100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
82,1,1,0,100000005568407100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
83,5,2,108007.0,100000006562026100;100000007347733100;100000006249740100;100000008129393100;100000006831291100,"Гипотеза: распределение от ведущего отправителя; 5 узлов; top-отправитель 86%, top-получатель 69% внутреннего оборота; внутренние переводы 100% от связанных с группой; seed=2. Назначение неизвестно.",1.0,0.8611201125852954,0.694399437073523,0
84,2,0,584900.0,100000008430691100;100000007330432100,"Гипотеза: распределение от ведущего отправителя; 2 узлов; top-отправитель 100%, top-получатель 100% внутреннего оборота; внутренние переводы 94% от связанных с группой; seed=0. Назначение неизвестно.",0.9359897583613378,1.0,1.0,40000.0
85,2,0,857500.0,100000008324800100;100000007390016100,"Гипотеза: распределение от ведущего отправителя; 2 узлов; top-отправитель 60%, top-получатель 60% внутреннего оборота; внутренние переводы 83% от связанных с группой; seed=0. Назначение неизвестно.",0.8265060240963855,0.5959183673469388,0.5959183673469388,180000.0
86,1,1,0,100000008117324100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
87,1,1,0,100000008205000100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
88,1,1,0,100000008513251100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
89,1,1,0,100000008669037100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
90,1,1,0,100000008701222100,Изолированный клиент; наблюдаемых переводов нет,0,0,0,0
